geography,id,hhcars0_control,hhcars1_control,hhcars2_control,hhcars3_control,hhpersons1_control,hhpersons2_control,hhpersons3_control,hhpersons4_control,hhpersons5_control,hhpersons6_control,hhpersons7_control,hhpersons8_control,hhpersons9_control,hhpersons10_control,hhchildren0_control,hhchildren1_control,hhchildren2_control,hhchildren3_control,hhincome0_control,hhincome26153_control,hhincome54517_control,hhincome98123_control,hhworkers0_control,hhworkers1_control,hhworkers2_control,hhworkers3_control,hhage_of_head5_control,hhage_of_head18_control,hhage_of_head25_control,hhage_of_head35_control,hhage_of_head65_control,hhrace_id1_control,hhrace_id2_control,hhrace_id3_control,hhrace_id4_control,num_hh_control,age0_control,age18_control,age25_control,age65_control,sex1_control,sex2_control,race_id1_control,race_id2_control,race_id3_control,race_id4_control,hhcars0_result,hhcars1_result,hhcars2_result,hhcars3_result,hhpersons1_result,hhpersons2_result,hhpersons3_result,hhpersons4_result,hhpersons5_result,hhpersons6_result,hhpersons7_result,hhpersons8_result,hhpersons9_result,hhpersons10_result,hhchildren0_result,hhchildren1_result,hhchildren2_result,hhchildren3_result,hhincome0_result,hhincome26153_result,hhincome54517_result,hhincome98123_result,hhworkers0_result,hhworkers1_result,hhworkers2_result,hhworkers3_result,hhage_of_head5_result,hhage_of_head18_result,hhage_of_head25_result,hhage_of_head35_result,hhage_of_head65_result,hhrace_id1_result,hhrace_id2_result,hhrace_id3_result,hhrace_id4_result,num_hh_result,age0_result,age18_result,age25_result,age65_result,sex1_result,sex2_result,race_id1_result,race_id2_result,race_id3_result,race_id4_result,hhcars0_diff,hhcars1_diff,hhcars2_diff,hhcars3_diff,hhpersons1_diff,hhpersons2_diff,hhpersons3_diff,hhpersons4_diff,hhpersons5_diff,hhpersons6_diff,hhpersons7_diff,hhpersons8_diff,hhpersons9_diff,hhpersons10_diff,hhchildren0_diff,hhchildren1_diff,hhchildren2_diff,hhchildren3_diff,hhincome0_diff,hhincome26153_diff,hhincome54517_diff,hhincome98123_diff,hhworkers0_diff,hhworkers1_diff,hhworkers2_diff,hhworkers3_diff,hhage_of_head5_diff,hhage_of_head18_diff,hhage_of_head25_diff,hhage_of_head35_diff,hhage_of_head65_diff,hhrace_id1_diff,hhrace_id2_diff,hhrace_id3_diff,hhrace_id4_diff,num_hh_diff,age0_diff,age18_diff,age25_diff,age65_diff,sex1_diff,sex2_diff,race_id1_diff,race_id2_diff,race_id3_diff,race_id4_diff
TAZ,1513,17,96,104,55,78,71,49,52,21,0,1,0,0,0,169,48,41,14,51,65,92,64,68,118,69,17,0,7,30,136,99,193,44,4,31,272,174,44,301,168,311,376,458,114,26,89,17,96,104,55,77,71,49,52,22,0,1,0,0,0,168,49,41,14,51,64,93,64,68,116,71,17,0,7,29,137,99,193,44,4,31,272,175,44,303,169,312,379,458,116,26,91,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,-2,2,0,0,0,-1,1,0,0,0,0,0,0,1,0,2,1,1,3,0,2,0,2
TAZ,1514,10,51,59,24,27,81,10,25,1,0,0,0,0,0,108,17,17,2,32,61,23,28,46,57,36,5,0,3,17,75,49,95,27,9,13,144,57,24,148,95,153,171,210,50,27,37,10,50,60,24,26,82,10,24,2,0,0,0,0,0,108,17,17,2,33,60,23,28,45,58,36,5,0,3,17,75,49,96,25,10,13,144,57,24,151,94,155,171,210,48,31,37,0,-1,1,0,-1,1,0,-1,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,0,0,0,1,-2,1,0,0,0,0,3,-1,2,0,0,-2,4,0
TAZ,1515,15,97,90,30,82,109,13,26,1,0,1,0,0,0,182,34,13,3,51,97,56,28,85,82,60,5,0,9,24,112,87,165,34,11,22,232,69,30,213,143,222,233,306,74,24,51,15,97,90,30,82,110,13,25,1,0,1,0,0,0,184,33,13,2,51,97,56,28,85,82,60,5,0,9,24,112,87,165,34,11,22,232,66,30,214,143,222,231,306,73,23,51,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,0,0,-2,0,-1,-1,0
TAZ,1516,15,85,118,49,78,102,40,32,7,2,5,0,0,1,202,37,23,5,16,42,81,128,64,106,71,26,0,4,27,144,92,195,31,13,28,267,101,28,315,178,300,322,426,88,32,76,14,85,119,49,77,102,40,33,6,2,6,0,0,1,202,36,23,6,16,42,81,128,63,106,71,27,0,4,28,144,91,196,30,14,27,267,107,27,317,176,303,324,431,87,34,75,-1,0,1,0,-1,0,0,1,-1,0,1,0,0,0,0,-1,0,1,0,0,0,0,-1,0,0,1,0,0,1,0,-1,1,-1,1,-1,0,6,-1,2,-2,3,2,5,-1,2,-1
TAZ,1517,30,205,252,137,171,227,99,92,20,4,9,2,0,0,468,67,68,21,81,135,144,264,131,246,202,45,0,13,57,355,199,471,74,16,63,624,275,88,717,413,729,764,1090,168,54,181,30,205,251,138,171,226,98,94,20,4,9,2,0,0,470,66,68,20,81,135,144,264,131,246,201,46,0,13,57,354,200,471,74,16,63,624,279,89,718,410,730,766,1093,168,55,180,0,0,-1,1,0,-1,-1,2,0,0,0,0,0,0,2,-1,0,-1,0,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,0,0,4,1,1,-3,1,2,3,0,1,-1
TAZ,1518,19,150,222,102,103,173,99,68,39,6,2,1,2,0,337,79,47,30,59,96,123,215,104,175,167,47,0,6,64,274,149,360,62,15,56,493,273,66,613,337,625,664,901,159,49,180,18,151,222,102,104,173,98,68,39,6,2,1,2,0,338,78,46,31,59,95,123,216,105,174,167,47,0,6,65,273,149,360,62,15,56,493,272,67,613,335,624,663,902,158,47,180,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,1,-1,-1,1,0,-1,0,1,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,-1,1,0,-2,-1,-1,1,-1,-2,0
TAZ,1519,11,97,128,74,65,114,44,73,3,1,8,1,0,1,209,44,46,11,41,82,57,130,67,110,106,27,0,4,43,161,102,219,34,14,43,310,180,37,380,215,409,403,550,85,43,134,11,97,128,74,65,114,45,72,3,1,8,1,0,1,210,44,45,11,41,82,57,130,67,110,106,27,0,4,43,160,103,219,34,14,43,310,179,37,379,216,408,403,549,84,44,134,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,-1,1,-1,0,-1,-1,1,0
TAZ,1520,29,143,109,54,141,107,49,19,9,5,3,2,0,0,272,33,25,5,82,103,84,66,118,127,71,19,0,8,41,156,130,228,64,14,29,335,101,44,321,224,325,365,445,126,36,83,28,144,109,54,142,108,47,19,9,5,3,2,0,0,275,31,24,5,82,103,84,66,118,127,72,18,0,8,42,157,128,228,64,14,29,335,104,43,319,221,324,363,446,125,36,80,-1,1,0,0,1,1,-2,0,0,0,0,0,0,0,3,-2,-1,0,0,0,0,0,0,0,1,-1,0,0,1,1,-2,0,0,0,0,0,3,-1,-2,-3,-1,-2,1,-1,0,-3
TAZ,1521,21,106,163,97,79,121,100,46,35,1,3,0,0,2,259,66,38,24,49,103,69,166,79,146,123,39,1,6,52,197,131,284,62,9,32,387,227,57,460,284,506,522,742,151,35,100,21,107,162,97,79,121,99,46,36,1,3,0,0,2,257,68,37,25,50,102,69,166,78,147,123,39,0,6,53,197,131,283,62,9,33,387,226,56,466,281,505,524,738,151,36,104,0,1,-1,0,0,0,-1,0,1,0,0,0,0,0,-2,2,-1,1,1,-1,0,0,-1,1,0,0,-1,0,1,0,0,-1,0,0,1,0,-1,-1,6,-3,-1,2,-4,0,1,4
TAZ,1522,10,67,53,31,61,50,30,11,5,0,4,0,0,0,129,18,7,7,23,42,57,39,40,71,42,8,0,7,29,68,57,111,31,4,15,161,56,11,156,125,173,175,239,56,13,40,10,67,50,34,61,50,28,13,6,0,3,0,0,0,127,21,7,6,23,43,56,39,40,70,43,8,0,5,28,64,64,106,36,5,14,161,53,16,168,111,172,176,246,47,11,44,0,0,-3,3,0,0,-2,2,1,0,-1,0,0,0,-2,3,0,-1,0,1,-1,0,0,-1,1,0,0,-2,-1,-4,7,-5,5,1,-1,0,-3,5,12,-14,-1,1,7,-9,-2,4
TAZ,1523,52,419,557,227,332,547,193,93,78,12,0,0,0,0,939,170,92,54,95,340,372,448,322,530,327,76,0,19,169,630,437,919,167,42,127,1255,526,167,1411,735,1423,1416,1999,366,96,378,52,419,557,227,332,547,193,92,78,13,0,0,0,0,938,169,92,56,95,339,372,449,322,531,326,76,0,19,169,630,437,919,166,42,128,1255,527,165,1417,732,1426,1415,2003,363,97,378,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1,-1,0,2,0,-1,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,1,0,1,-2,6,-3,3,-1,4,-3,1,0
TAZ,1524,100,734,1016,384,572,1031,238,302,80,0,7,3,1,0,1674,283,205,72,244,630,664,696,640,848,637,109,0,35,254,1099,846,1643,304,70,217,2234,921,276,2411,1430,2397,2641,3562,655,190,631,99,735,1015,385,572,1031,239,302,80,0,6,3,1,0,1673,283,205,73,244,630,664,696,640,847,638,109,0,35,253,1099,847,1644,303,70,217,2234,918,276,2414,1426,2396,2638,3564,649,190,631,-1,1,-1,1,0,0,1,0,0,0,-1,0,0,0,-1,0,0,1,0,0,0,0,0,-1,1,0,0,0,-1,0,1,1,-1,0,0,0,-3,0,3,-4,-1,-3,2,-6,0,0
TAZ,1525,100,594,779,409,557,602,279,289,121,27,5,0,1,1,1305,244,231,102,259,362,413,848,505,665,568,144,1,22,199,1009,651,1387,229,58,208,1882,1031,252,2213,1079,2218,2357,3289,483,170,633,99,593,779,411,557,602,279,289,122,27,5,0,0,1,1305,244,231,102,258,362,414,848,504,665,568,145,0,22,199,1009,652,1389,227,58,208,1882,1026,252,2218,1075,2217,2354,3283,489,166,633,-1,-1,0,2,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,-1,0,1,0,-1,0,0,1,-1,0,0,0,1,2,-2,0,0,0,-5,0,5,-4,-1,-3,-6,6,-4,0
TAZ,1526,16,97,308,192,49,262,159,106,34,3,0,0,0,0,412,95,82,24,19,64,133,397,95,199,250,69,0,3,74,355,181,459,71,13,70,613,336,110,852,364,829,833,1200,186,43,233,16,97,307,193,48,263,159,106,34,3,0,0,0,0,413,94,81,25,19,64,132,398,95,199,250,69,0,3,74,354,182,459,71,13,70,613,331,111,856,365,830,833,1202,186,43,232,0,0,-1,1,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-5,1,4,1,1,0,2,0,0,-1
TAZ,1527,45,274,333,142,159,302,98,186,30,10,5,3,0,1,510,119,114,51,201,249,198,146,221,321,205,47,0,18,108,392,276,544,128,35,87,794,520,148,923,490,1006,1075,1346,351,137,247,45,275,332,142,159,302,98,186,30,10,5,3,0,1,509,118,115,52,201,249,198,146,221,321,205,47,0,18,109,390,277,545,128,35,86,794,521,146,924,489,1007,1073,1348,348,137,247,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,0,-1,0,1,-2,1,-1,1,-2,2,-3,0,0
TAZ,1528,66,482,599,278,452,481,197,214,67,14,0,0,0,0,1014,199,153,59,223,333,371,498,385,564,381,95,1,28,175,721,500,1029,199,46,151,1425,690,201,1587,802,1548,1732,2353,414,98,415,66,482,599,278,451,481,198,213,68,14,0,0,0,0,1014,199,153,59,223,333,371,498,385,564,381,95,0,28,175,720,502,1031,198,45,151,1425,689,201,1593,800,1550,1733,2356,412,100,415,0,0,0,0,-1,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,2,2,-1,-1,0,0,-1,0,6,-2,2,1,3,-2,2,0
TAZ,1529,44,363,621,253,178,548,236,211,91,17,0,0,0,0,833,217,168,63,129,398,437,317,289,492,407,93,0,22,168,684,407,893,189,51,148,1281,746,227,1631,779,1672,1711,2285,458,175,465,44,363,620,254,178,548,236,211,91,17,0,0,0,0,834,216,168,63,129,398,437,317,289,492,407,93,0,22,168,683,408,895,187,51,148,1281,748,227,1632,776,1669,1714,2282,463,175,463,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,-2,0,0,0,2,0,1,-3,-3,3,-3,5,0,-2
TAZ,1530,45,356,417,201,301,299,165,204,47,3,0,0,0,0,686,163,131,39,120,278,292,329,239,398,304,78,0,22,118,526,353,722,146,35,116,1019,543,159,1179,582,1209,1254,1695,338,101,329,45,356,417,201,300,300,165,204,47,3,0,0,0,0,686,163,131,39,121,279,290,329,239,398,305,77,0,23,118,524,354,721,146,35,117,1019,544,160,1180,580,1207,1257,1695,338,100,331,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,0,0,1,-1,0,1,0,-2,1,-1,0,0,1,0,1,1,1,-2,-2,3,0,0,-1,2
TAZ,1531,56,388,615,326,244,586,319,165,55,16,0,0,0,0,955,255,131,44,101,299,464,521,300,521,456,108,0,28,162,735,460,990,182,38,175,1385,657,232,1693,822,1664,1740,2340,461,112,491,56,389,614,326,243,586,318,165,55,18,0,0,0,0,953,255,132,45,100,299,465,521,300,520,458,107,0,27,163,734,461,990,183,37,175,1385,662,230,1699,821,1667,1745,2346,459,115,492,0,1,-1,0,-1,0,-1,0,0,2,0,0,0,0,-2,0,1,1,-1,0,1,0,0,-1,2,-1,0,-1,1,-1,1,0,1,-1,0,0,5,-2,6,-1,3,5,6,-2,3,1
TAZ,1532,139,667,543,178,619,584,183,90,33,18,0,0,0,0,1236,170,90,31,389,559,297,282,576,589,308,54,0,34,183,672,638,1088,264,73,102,1527,449,155,1436,929,1402,1567,2022,534,147,266,139,668,543,177,619,584,182,91,33,18,0,0,0,0,1237,169,90,31,390,559,297,281,576,589,308,54,0,34,184,670,639,1086,265,74,102,1527,451,156,1437,926,1403,1567,2022,533,150,265,0,1,0,-1,0,0,-1,1,0,0,0,0,0,0,1,-1,0,0,1,0,0,-1,0,0,0,0,0,0,1,-2,1,-2,1,1,0,0,2,1,1,-3,1,0,0,-1,3,-1
TAZ,1533,11,41,80,24,39,85,21,5,6,0,0,0,0,0,130,19,4,3,23,32,31,70,44,59,47,6,0,2,16,78,60,99,25,7,25,156,36,15,159,112,154,168,214,42,18,48,11,40,80,25,38,85,21,5,7,0,0,0,0,0,131,18,4,3,22,33,31,70,44,59,46,7,0,2,15,79,60,99,25,7,25,156,35,17,161,113,155,171,215,46,16,49,0,-1,0,1,-1,0,0,0,1,0,0,0,0,0,1,-1,0,0,-1,1,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,-1,2,2,1,1,3,1,4,-2,1
TAZ,1534,41,190,157,87,213,122,30,60,31,1,11,6,1,0,362,41,43,29,137,95,100,143,159,186,96,34,1,10,50,237,177,354,71,10,40,475,230,56,517,279,523,559,791,137,29,125,41,190,157,87,213,122,30,59,31,1,12,6,1,0,362,40,43,30,137,95,100,143,159,187,95,34,0,10,50,237,178,357,69,10,39,475,233,57,517,278,524,561,799,136,30,120,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,1,-1,0,-1,0,0,0,1,3,-2,0,-1,0,3,1,0,-1,1,2,8,-1,1,-5
TAZ,1535,59,376,467,238,352,424,164,110,45,37,7,1,0,0,876,130,89,45,173,171,308,488,286,441,319,94,0,9,136,615,380,825,149,31,135,1140,452,150,1374,660,1293,1343,1830,322,97,387,59,376,467,238,351,424,165,110,45,37,7,1,0,0,876,129,89,46,174,171,307,488,286,441,320,93,0,9,136,614,381,824,151,31,134,1140,461,148,1373,656,1292,1346,1832,325,99,382,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1,0,0,0,1,-1,0,0,0,-1,1,-1,2,0,-1,0,9,-2,-1,-4,-1,3,2,3,2,-5
TAZ,1536,26,166,198,88,141,204,50,31,20,13,15,3,1,0,375,39,33,31,81,92,146,159,136,186,128,28,0,5,52,239,182,331,67,16,64,478,214,57,552,316,565,574,761,163,41,174,26,166,197,89,141,204,50,31,19,14,15,3,1,0,375,39,33,31,82,91,145,160,136,185,129,28,0,5,53,239,181,332,67,16,63,478,217,58,552,313,567,573,767,160,42,171,0,0,-1,1,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,-1,-1,1,0,-1,1,0,0,0,1,0,-1,1,0,0,-1,0,3,1,0,-3,2,-1,6,-3,1,-3
TAZ,1537,38,296,451,200,217,371,170,109,93,10,10,2,2,1,696,127,103,59,75,225,375,310,224,388,290,83,0,15,107,519,344,735,136,24,90,985,523,154,1231,636,1243,1301,1829,363,91,261,38,297,449,201,218,370,169,109,95,10,10,2,2,0,695,128,103,59,76,225,374,310,224,388,290,83,0,15,107,518,345,734,136,25,90,985,524,154,1229,633,1241,1299,1822,363,94,261,0,1,-2,1,1,-1,-1,0,2,0,0,0,0,-1,-1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,-1,1,-1,0,1,0,0,1,0,-2,-3,-2,-2,-7,0,3,0
TAZ,1538,109,638,679,316,531,581,245,230,97,49,7,2,0,0,1261,216,170,95,426,483,345,488,525,621,456,140,0,32,204,884,622,1236,293,51,162,1742,865,279,2031,1017,2014,2178,2864,662,158,508,110,637,678,317,532,580,245,230,97,49,7,2,0,0,1261,216,170,95,427,482,344,489,526,621,454,141,0,32,204,883,623,1238,292,50,162,1742,866,279,2033,1013,2010,2181,2865,663,156,507,1,-1,-1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,1,1,0,-2,1,0,0,0,-1,1,2,-1,-1,0,0,1,0,2,-4,-4,3,1,1,-2,-1
TAZ,1539,6,43,38,21,26,36,21,11,13,1,0,0,0,0,73,17,10,8,27,28,25,28,24,49,29,6,0,3,19,55,31,78,17,4,9,108,61,12,148,55,135,141,203,29,11,33,6,42,39,21,26,36,21,10,13,2,0,0,0,0,73,17,10,8,26,28,26,28,24,50,28,6,0,3,18,55,32,81,14,4,9,108,62,12,148,56,137,141,207,29,11,31,0,-1,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,1,0,0,1,-1,0,0,0,-1,0,1,3,-3,0,0,0,1,0,0,1,2,0,4,0,0,-2
TAZ,1540,99,604,724,334,539,613,227,259,115,7,1,0,0,0,1300,216,187,58,272,447,538,504,449,702,509,101,0,33,211,912,605,1246,257,75,183,1761,769,241,2046,1050,1948,2158,2802,602,199,503,99,604,724,334,539,613,228,258,115,7,1,0,0,0,1301,216,186,58,272,447,538,504,449,702,509,101,0,33,211,910,607,1245,258,74,184,1761,767,242,2050,1046,1949,2156,2802,600,196,507,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-2,2,-1,1,-1,1,0,-2,1,4,-4,1,-2,0,-2,-3,4
TAZ,1541,39,269,273,117,225,257,82,85,48,0,0,0,1,0,530,78,62,28,109,182,215,192,198,283,176,41,1,13,80,344,260,498,111,21,68,698,288,111,757,418,764,810,1073,256,53,192,39,269,272,118,225,256,82,85,49,0,0,0,1,0,530,78,62,28,109,183,214,192,199,282,175,42,0,12,80,344,262,498,112,21,67,698,289,110,760,418,767,810,1075,260,52,190,0,0,-1,1,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,-1,-1,1,-1,-1,0,0,2,0,1,0,-1,0,1,-1,3,0,3,0,2,4,-1,-2
TAZ,1542,55,300,382,190,242,399,98,108,64,16,0,0,0,0,702,105,80,40,148,183,340,256,266,361,241,59,0,23,106,436,362,674,138,29,86,927,389,130,1055,608,1062,1120,1523,324,74,261,55,300,382,190,242,397,99,109,64,16,0,0,0,0,701,106,80,40,148,183,341,255,267,361,240,59,0,22,106,436,363,673,138,29,87,927,392,130,1057,606,1066,1119,1525,323,74,263,0,0,0,0,0,-2,1,1,0,0,0,0,0,0,-1,1,0,0,0,0,1,-1,1,0,-1,0,0,-1,0,0,1,-1,0,0,1,0,3,0,2,-2,4,-1,2,-1,0,2
TAZ,1543,18,154,232,104,100,277,15,86,24,6,0,0,0,0,378,56,58,16,32,90,202,184,120,190,163,35,0,6,60,256,186,370,60,20,58,508,224,68,586,321,596,603,865,142,40,152,18,153,233,104,100,278,15,86,23,6,0,0,0,0,380,55,58,15,32,90,202,184,120,191,163,34,0,6,60,256,186,371,60,20,57,508,219,69,587,321,595,601,869,138,40,149,0,-1,1,0,0,1,0,0,-1,0,0,0,0,0,2,-1,0,-1,0,0,0,0,0,1,0,-1,0,0,0,0,0,1,0,0,-1,0,-5,1,1,0,-1,-2,4,-4,0,-3
TAZ,1544,33,224,376,234,153,300,241,109,35,18,7,3,0,1,558,165,100,44,92,164,239,372,174,330,271,92,0,17,97,481,272,610,115,44,98,867,518,158,1110,500,1132,1154,1560,294,127,305,33,225,376,233,153,299,242,110,35,18,7,3,0,0,556,167,100,44,92,164,239,372,174,331,271,91,0,17,97,481,272,610,115,44,98,867,514,156,1106,497,1126,1147,1551,294,125,303,0,1,0,-1,0,-1,1,1,0,0,0,0,0,-1,-2,2,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,-4,-2,-4,-3,-6,-7,-9,0,-2,-2
TAZ,1545,39,337,365,201,245,342,161,175,13,6,0,0,0,0,659,154,103,26,173,230,236,303,253,357,267,65,0,16,113,479,334,655,144,43,100,942,440,150,1067,556,1063,1150,1504,331,104,274,39,337,364,202,245,342,161,175,13,6,0,0,0,0,660,153,103,26,173,230,236,303,254,357,266,65,0,16,112,479,335,655,144,43,100,942,440,150,1067,556,1062,1151,1504,330,105,274,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,1,0,-1,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,1,0,-1,1,0
TAZ,1546,19,85,154,75,45,143,59,37,46,3,0,0,0,0,199,68,39,27,46,69,104,114,81,121,105,26,0,5,42,186,100,239,45,13,36,333,232,39,438,195,419,485,619,126,40,119,19,86,153,75,45,141,60,37,47,3,0,0,0,0,196,69,40,28,46,68,106,113,80,121,105,27,0,5,43,186,99,239,44,13,37,333,233,39,443,193,421,487,619,127,40,122,0,1,-1,0,0,-2,1,0,1,0,0,0,0,0,-3,1,1,1,0,-1,2,-1,-1,0,0,1,0,0,1,0,-1,0,-1,0,1,0,1,0,5,-2,2,2,0,1,0,3
TAZ,1547,56,389,506,249,353,422,164,149,80,24,6,1,1,0,851,154,121,74,133,244,308,515,291,466,351,92,0,12,141,646,401,869,148,46,137,1200,640,157,1432,659,1386,1502,2051,334,106,397,56,390,506,248,354,421,165,148,80,24,6,1,1,0,850,154,121,75,133,245,308,514,291,467,350,92,0,12,141,645,402,869,148,46,137,1200,639,155,1435,657,1385,1501,2049,335,106,396,0,1,0,-1,1,-1,1,-1,0,0,0,0,0,0,-1,0,0,1,0,1,0,-1,0,1,-1,0,0,0,0,-1,1,0,0,0,0,0,-1,-2,3,-2,-1,-1,-2,1,0,-1
TAZ,1548,46,340,341,178,248,265,178,109,72,17,11,2,1,2,584,153,97,71,209,232,235,229,276,337,239,53,0,11,112,473,309,621,158,34,92,905,597,150,1080,507,1100,1234,1499,424,115,296,46,340,341,178,247,266,180,109,73,16,11,2,1,0,582,153,98,72,209,232,236,228,276,336,239,54,0,11,113,473,308,623,157,34,91,905,588,149,1077,504,1093,1225,1488,421,116,293,0,0,0,0,-1,1,2,0,1,-1,0,0,0,-2,-2,0,1,1,0,0,1,-1,0,-1,0,1,0,0,1,0,-1,2,-1,0,-1,0,-9,-1,-3,-3,-7,-9,-11,-3,1,-3
TAZ,1549,24,226,499,247,140,477,165,113,81,20,0,0,0,0,663,178,99,56,70,138,227,561,204,341,364,87,0,12,116,565,303,736,104,34,122,996,548,149,1309,560,1289,1277,1852,260,98,356,24,227,499,246,141,475,166,113,81,20,0,0,0,0,665,176,99,56,71,138,228,559,204,341,364,87,0,12,116,565,303,736,105,34,121,996,549,148,1310,559,1289,1277,1854,262,97,353,0,1,0,-1,1,-2,1,0,0,0,0,0,0,0,2,-2,0,0,1,0,1,-2,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,-1,1,-1,0,0,2,2,-1,-3
TAZ,1550,50,279,379,164,178,387,128,125,46,8,0,0,0,0,673,96,83,20,121,237,339,175,233,339,244,56,0,22,110,416,324,613,137,33,89,872,324,128,944,718,1051,1063,1447,336,74,257,50,278,379,165,178,386,129,125,46,8,0,0,0,0,672,97,83,20,121,236,339,176,232,340,243,57,0,22,111,414,325,613,139,31,89,872,324,128,949,714,1053,1062,1444,331,81,259,0,-1,0,1,0,-1,1,0,0,0,0,0,0,0,-1,1,0,0,0,-1,0,1,-1,1,-1,1,0,0,1,-2,1,0,2,-2,0,0,0,0,5,-4,2,-1,-3,-5,7,2
TAZ,1551,29,150,150,73,114,123,58,90,14,3,0,0,0,0,289,60,45,8,106,84,135,77,112,153,108,29,0,9,54,200,139,271,73,9,49,402,174,54,458,296,477,505,675,155,26,126,29,150,151,72,114,124,57,90,14,3,0,0,0,0,289,59,46,8,106,83,136,77,112,153,108,29,0,9,55,198,140,276,67,9,50,402,175,53,460,293,476,505,669,164,27,121,0,0,1,-1,0,1,-1,0,0,0,0,0,0,0,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,1,-2,1,5,-6,0,1,0,1,-1,2,-3,-1,0,-6,9,1,-5
TAZ,1552,41,205,275,126,140,327,86,83,1,10,0,0,0,0,523,69,47,8,93,164,222,168,178,243,187,39,0,10,67,329,241,475,84,26,62,647,190,75,681,503,719,730,1012,194,76,167,41,205,275,126,140,327,85,84,1,10,0,0,0,0,522,69,48,8,93,164,222,168,178,244,186,39,0,10,68,328,241,473,85,28,61,647,192,76,682,500,721,729,1018,192,73,167,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,1,-1,0,0,0,1,-1,0,-2,1,2,-1,0,2,1,1,-3,2,-1,6,-2,-3,0
TAZ,1553,25,145,242,101,88,215,141,32,15,22,0,0,0,0,374,90,35,14,59,140,152,162,135,186,157,35,1,8,65,264,175,363,83,14,53,513,207,84,600,385,619,657,878,205,42,151,25,145,241,102,88,215,140,32,15,23,0,0,0,0,374,90,35,14,59,140,152,162,134,187,157,35,1,8,65,264,175,365,84,14,50,513,209,86,602,382,623,656,877,201,40,161,0,0,-1,1,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,2,1,0,-3,0,2,2,2,-3,4,-1,-1,-4,-2,10
TAZ,1554,22,200,192,78,151,177,37,104,7,9,7,0,0,0,316,82,69,25,62,172,184,74,129,214,117,32,0,13,67,243,169,356,55,26,55,492,309,54,578,229,552,618,847,101,78,144,23,199,192,78,151,176,36,106,7,9,7,0,0,0,314,83,70,25,61,173,184,74,129,214,117,32,0,13,67,245,167,359,51,27,55,492,310,53,581,229,555,618,844,109,80,140,1,-1,0,0,0,-1,-1,2,0,0,0,0,0,0,-2,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,2,-2,3,-4,1,0,0,1,-1,3,0,3,0,-3,8,2,-4
